Urban,Agriculture,BIBI,Nitrate,Phosphate
1.048846269,86.54480072,4.329998016,3.451,0.0543
1.615168539,64.88764045,2.429998398,1.493,0.0102
2.455242967,44.14322251,4.329998016,1.658,0.0007
1.647345943,85.27557454,4.13999939,5.226,0.0059
3.60016942,33.10038119,2.559999466,2.014,0.005
2.054622902,64.59533951,2.779998779,0.363,0.0024
1.191104583,68.20278613,3.289999008,3.576,0.0037
2.473132203,77.89719021,3.219999313,4.778,0.0171
3.136835972,25.08497621,3.569999695,0,0
2.160493827,63.58024691,4.329998016,1.037,0.0032
1.843717489,78.51404462,3.669998169,2.666,0.0124
2.273875695,28.06973219,4.709999084,0.188,0.0005
1.17411941,55.29602798,1.289999962,0.771,0.0007
2.192425013,13.65446534,2.709999084,0,0.0038
1.477331084,64.17357494,3.669998169,3.173,0.0031
5.330228346,22.524096,4.329998016,0.826,0.0007
6.427573358,23.24173265,1.857142448,0.728,0.0118
4.738531244,26.35454031,4.559997559,1.664,0.0187
3.947001395,59.0237099,3.569999695,0.777,0.028
6.155094471,5.123449635,4.109996796,0.383,0.0007
2.027702413,53.81979152,3.88999939,2.195,0.0025
2.258624969,66.54256639,2.779998779,1.192,0.0026
3.902662994,12.2960373,3,0.085,0.0007
1.030927835,16.79805943,4.559997559,0.509,0
1.534733441,89.90306947,1.289999962,6.223,0.0908
1.74770856,64.98951375,3.669998169,1.948,0.004
4.317320509,14.62905696,4.329998016,0.303,0.0004
4.71185212,28.12613266,1.569999695,0.515,0.0384
2.100673801,70.41220769,2.709999084,1.011,0.0412
5.299313052,43.57212954,2.142856598,0.857,0.0076
4.361199364,14.60346389,4.779998779,0.296,0.0017
7.97752809,53.42696629,3.444442749,0.936,0.0025
4.165926452,23.33451768,2.13999939,0.061,0.0139
2.039065593,78.51392372,4.329998016,4.632,0.0498
2.650765077,66.70229523,3.219999313,2.385,0.0151
1.31748072,61.40745501,1.569999695,2.958,0.0149
4.930429522,72.26255293,2.109998703,5.265,0.0707
7.030919102,20.28801355,3.439998627,0.635,0.003
4.445506692,5.497131931,3.669998169,0.463,0.0023
2.909713308,53.44458708,2.13999939,8.57,0.0346
2.673629805,66.96349736,3.669998169,2.403,0.0152
1.794293558,66.66339837,2.709999084,3.477,0.0025
7.803617571,76.79586563,3.439998627,4.152,0.0063
4.804055685,3.065904885,3,0.225,0.0025
2.865004856,67.74036905,2.13999939,2.041,0.0087
3.206412826,13.0260521,2.709999084,0.001,0.0007
1.567164179,87.86567164,3.439998627,3.665,0.0533
0.84592145,79.26283988,4.13999939,5.761,0.0069
3.59976614,28.29700159,2.714284897,0.462,0.0058
6.970509383,6.069705094,2.559999466,0.48,0.0007
1.948962423,89.84856983,3.289999008,6.713,0.0078
3.894080997,85.51401869,2.429998398,0.513,0.0294
4.45406743,5.876894525,5,0.867,0.0013
9.040105194,39.31623932,4.329998016,2.204,0.0087
4.926299457,26.5321955,4.559997559,1.088,0.0136
1.84593706,72.86519493,4.109996796,4.821,0.0007
10.66513761,14.44954128,3.219999313,0.455,0.0013
2.335858586,79.13510101,3.669998169,2.821,0.0022
2.117768595,11.93181818,3.859998703,0.085,0.0082
2.218143355,64.45993031,3.669998169,2.297,0.023
2.022426003,74.75031778,4.109996796,4.417,0.0007
1.99456029,39.39256573,3.219999313,1.092,0.0007
1.854774327,64.59033438,3.219999313,1.907,0.0042
2.598187311,73.41389728,4.779998779,3.928,0.0186
5.00942634,28.09049286,3.857141495,0.18,0.0026
2.798919715,30.32163025,4.42999649,0.452,0.0051
2.956081081,57.77027027,4.109996796,2.921,0.0007
5.235510418,23.7699177,3,0.229,0.0133
6.05738576,42.11831385,3.219999313,0.351,0.0006
2.867212233,36.24634132,3.285713196,0.669,0.0071
2.164111812,69.34174932,3.666666031,2.944,0.0082
1.501501502,76.42642643,4.329998016,5,0.003
4.66982455,76.23952133,3.439998627,2.573,0.0032
3.279938978,91.76201373,3,3.86,0.0735
8.426073132,19.07790143,3,0.133,0.013
6.560203248,17.44783528,4.109996796,0.621,0.0013
2.128741645,75.73379831,4.109996796,4.524,0.0088
7.673354453,6.934178106,3.88999939,0.676,0.0024
5.889108365,4.125132069,2.559999466,0.118,0.0004
5.832608024,4.674172446,4.109996796,0.233,0
2.406417112,85.56149733,3.88999939,4.434,0.043
4.829732578,75.8645106,3.669998169,1.857,0.0049
5.953652533,4.169016327,3.439998627,0.122,0.0003
3.080490229,56.34315999,2.142856598,0.86,0.0098
2.120890774,77.30646872,2.559999466,2.675,0.0007
2.365423623,64.3158059,3.669998169,2.829,0.0262
3.455083909,67.52221125,4.559997559,3.049,0.0017
3.977944072,24.98030721,3.859998703,0.001,0.002
2.07170144,64.41375257,2.429998398,2.799,0.0007
2.806911185,21.67323431,1.859999657,0,0.0025
3.263888889,56.21527778,4.329998016,2.326,0.0019
3.522504892,92.7592955,4.109996796,2.019,0.005
6.730846811,18.29060769,4.329998016,0.641,0.0013
6.747498389,18.44526083,3.219999313,0.67,0.0013
4.17099179,16.93167878,3.859998703,0.307,0.0053
2.164416203,77.22398729,1.88999939,4.389,0.0069
3.195691203,28.29443447,3,0.286,0.0149
2.274975272,78.140455,2.559999466,3.016,0.0121
5.891467282,44.37878351,3.857141495,1.618,0.0051
3.717257319,87.355547,4.109996796,3.596,0.004
4.562178072,82.1192053,4.109996796,4.104,0.0007
3.310415075,15.91545709,3,0.036,0.0001
4.59688826,70.2970297,3.439998627,1.79,0.0051
11.05121294,35.8490566,2.329999924,3.815,0.0138
4.725514007,38.12340354,3.859998703,0.732,0.0137
3.517739026,14.22128683,3.289999008,0.099,0.0209
5.749199122,14.16698567,3.222221375,1.611,0.0007
2.361160973,77.02907956,3.669998169,4.704,0.0077
6.823529412,43.34841629,3,1.229,0.0038
2.898550725,82.60869565,3.439998627,1.88,0.0036
3.569192235,42.01628053,2.429998398,0.136,0.0359
2.588276222,67.0273091,3.888887405,2.913,0.0327
3.693410561,63.04684727,3.439998627,2.495,0.0117
2.688463624,55.58224219,2.429998398,5.099,0.0236
2.984825746,83.95864599,4.329998016,3.133,0.0048
6.359945873,47.97023004,3.285713196,0.683,0.0024
2.508527382,50.96285553,3,0.335,0.0166
2.982731554,82.17836585,4.329998016,2.304,0.0181
7.909860859,20.90895342,4.109996796,0.927,0.0024
4.39356076,40.15226361,3,1.522,0.0007
3.126843658,70.38348083,1.289999962,3.848,0.0081
3.412213064,66.63564655,3.571428299,4.44,0.0175
7.879640253,21.98082831,3.88999939,1.032,0.0025
3.898560204,61.13497198,4.559997559,2.329,0.01
2.02504251,86.40439017,3,3.35,0.0134
3.472222222,37.5,4.109996796,2.386,0.0018
2.08183776,74.98205312,3,4.492,0.0523
3.853241749,13.4695929,2.429998398,0,0.0025
3.308609657,54.86474695,3.289999008,4.932,0.0087
11.72379533,19.15052161,4.329998016,1.36,0.0013
2.226345083,55.84415584,3.669998169,2.41,0.0148
5.346127485,7.882111035,3.669998169,0.536,0.003
3.868630201,73.58578775,3.439998627,1.652,0.0031
6.424551897,55.34076699,3.222221375,1.682,0.0067
9.578207381,8.787346221,3.669998169,0.723,0.0007
6.008087811,39.74581167,3.666666031,1.365,0.0024
3.218390805,74.66803911,3.88999939,1.902,0.0061
4.247835498,45.995671,2.709999084,1.517,0.0009
8.463949843,40.90909091,3.857141495,0.983,0.0097
6.740191894,5.801208727,4.329998016,0.411,0.0005
2.832798495,63.14779979,3.669998169,3.816,0.0082
2.471447295,66.82269238,2.709999084,3.107,0.0289
5.909820977,13.70596622,3.666666031,0.738,0.0007
5.289762777,69.97293425,3,3.238,0.0007
2.838709677,44.08602151,4.109996796,0.439,0.0011
3.121597096,52.12341198,2.559999466,3.713,0.0436
7.407407407,85.18518519,1.859999657,2.921,0.0135
7.65370138,39.48138854,3,1.461,0.0024
6.346826587,43.97801099,2.559999466,1.467,0.0051
5.538588954,12.49029453,3.88999939,0.671,0.0007
5.344995141,43.51311953,3.444442749,1.757,0.0066
4.531722054,39.08319777,4.329998016,1.066,0.0033
2.639296188,31.08504399,4.13999939,0.528,0.006
2.559079221,78.60728717,3.88999939,3.137,0.0401
5.015197568,58.48024316,4.109996796,1.648,0.0032
5.358247278,32.81668759,3.859998703,0.739,0.0028
2.390584774,76.70712272,2.429998398,3.888,0.0305
6.004816073,13.70244577,3,0.732,0.0007
3.586579252,65.75395295,4.559997559,4.852,0.0046
4.624775583,42.16157989,4.329998016,0.931,0.003
5.249761374,57.97009227,3.439998627,1.205,0.0051
3.601694915,68.67433414,4.13999939,4.156,0.0286
2.429296076,63.92670291,2.555555344,3.709,0.0024
2.375217185,63.39013057,4.109996796,3.278,0.0007
6.373762376,43.93564356,2.429998398,0.149,0.0061
5.634408602,30.49462366,3.859998703,0.483,0.0146
2.784366519,57.31991367,4.109996796,2.851,0.0001
2.601228177,62.71167607,4.329998016,2.929,0.0007
3.979411539,39.9323961,2.429998398,0.727,0.0099
2.692998205,80.07181329,2.429998398,0.098,0.0114
2.558662007,73.14028957,4.709999084,2.762,0.0267
2.305926544,38.8042571,1.569999695,0.281,0.0175
3.259779338,82.94884654,2.559999466,2.085,0.06
7.747648035,27.25511898,3.569999695,0.054,0.0025
3.324584427,64.74190726,5,0.758,0.0074
0.641025641,30.76923077,1.289999962,0.019,0.0153
1.380368098,19.86196319,4.13999939,0.071,0.0007
2.762923351,49.64349376,2.109998703,0.025,0.0012
3.375068046,45.78116494,2.779998779,1.616,0.0062
6.867851256,30.96449267,3.669998169,0.894,0.0007
4.175062465,41.12194729,1.569999695,1.455,0.0128
18.42105263,0,3.439998627,1.351,0.0013
2.369719065,39.12717135,1.859999657,0.281,0.0168
5.208333333,50,1.569999695,0.519,0.0091
2.71196637,62.19766305,4.559997559,3.134,0.0007
3.074093537,63.3473463,2.13999939,0.324,0.0148
2.731030891,64.0669249,3.289999008,4.057,0.0011
7.274633124,6.163522013,3.888887405,1.603,0.004
3.356367226,75.04745994,2.779998779,4.653,0.0112
2.541231846,64.86209326,4.109996796,3.684,0.0149
6.278903752,26.83820106,4.109996796,0.701,0.0077
1.769309289,44.87921062,4.779998779,2.137,0.0007
3.857622439,76.08166876,3.88999939,3.326,0.0031
7.448342143,20.855358,2.13999939,0.433,0.0068
4.570184984,93.14472252,3.669998169,4.633,0.0007
3.688430699,41.99312715,4.109996796,0.582,0.0022
8.595871809,32.02064096,4.329998016,1.278,0.0007
17.22564454,11.84120465,2.329999924,0.246,0.0007
7.668067227,25.67226891,3.888887405,0.557,0.0065
6.474820144,84.5323741,1.43999958,0.288,0.0184
10.93851133,75.33980583,3.439998627,6.095,0.003
4.331306991,55.31914894,4.559997559,2.664,0.0089
9.719002887,16.24781424,4.779998779,1.003,0.0013
3.823515104,78.23125943,3.859998703,6.502,0.0148
2.353970186,73.35716459,3.669998169,5.795,0.0161
5.70719603,50.74441687,3.219999313,0.54,0.0005
3.147444816,67.36359192,3.859998703,4.425,0.0007
4.985337243,83.43108504,3.439998627,5.369,0.011
8.439744613,7.541899441,3.888887405,1.559,0.004
4.826043996,59.47638611,3.439998627,2.782,0.0089
4.684832775,59.29959326,3.439998627,1.815,0.0006
3.557312253,39.13043478,3,0.928,0.0007
5.187930122,75.96611964,4.109996796,2.65,0.0035
7.713498623,58.7277736,3.88999939,3.567,0.0007
3.205531113,31.61533627,2.429998398,0.41,0.0074
4.464953621,63.52109515,3.669998169,1.803,0.0007
4.485096809,63.76542007,3.88999939,1.831,0.0007
5.418081837,28.12550542,2.429998398,0.131,0.0053
5.516218221,81.69802414,2.329999924,6.336,0.0007
6.545230009,16.44025934,3.88999939,2.638,0.003
7.865168539,81.46067416,4.109996796,7.771,0.0153
4.49005629,64.07281796,3,1.983,0.0007
5.831702544,72.05479452,4.779998779,3.755,0.0012
6.234691605,58.04200995,2.329999924,2.543,0.0043
4.701049749,13.28160657,2.429998398,0.096,0.0007
7.486176095,48.10718843,3.88999939,2.095,0.0039
6.031128405,37.3540856,2.709999084,1.215,0.0035
7.575757576,82.38636364,4.109996796,1.482,0.0041
5.582137161,10.579479,3.439998627,0.486,0.064
4.554534559,81.66200559,1.669999123,8.575,0.0087
7.933579336,32.71832718,4.709999084,0.341,0.0218
5.579921247,78.22134008,3.439998627,4.236,0.0043
4.31372549,40.26143791,1.669999123,3.284,0.0007
3.10870007,65.34028044,3.222221375,4.008,0.0007
7.129147244,44.39265149,3.88999939,2.05,0.0038
7.655014034,58.43327379,4.329998016,1.579,0.0021
6.449619588,9.689877573,2.111110687,0.177,0.0095
4.580677415,77.52780902,4.13999939,7.248,0.0158
4.371410338,66.49649011,3.439998627,2.939,0.0048
5.533827206,23.87306554,4.709999084,0.2,0.0054
3.932530581,59.6808104,3.222221375,3.226,0.0007
4.475154366,58.87092032,3,0.583,0.0061
2.059800664,54.75083056,3.444442749,2.837,0.0043
2.985074627,49.59816303,1.857142448,0.244,0.0256
10.9849303,48.48552681,3,1.203,0.0188
4.249402873,77.34127126,4.109996796,3.078,0.0059
4.365620737,78.4544923,3,6.873,0.0026
8.279220779,65.0974026,1.569999695,7.405,0.0188
3.524973129,78.35004058,3.88999939,3.521,0.0084
8.46462415,29.35875821,4.13999939,0.1,0.0048
4.666247024,67.9055256,3,2.366,0.082
9.736909982,58.83415012,1.444443703,2.866,0.0943
6.78807947,49.54688045,3.669998169,1.745,0.006
7.294993136,70.17412037,3.219999313,2.054,0.0007
5.516993777,47.07994256,3.669998169,1.882,0.0201
1.444622793,93.41894061,1.569999695,11.411,0.011
5.139664804,85.02793296,4.109996796,4.581,0.003
2.660217654,57.98065296,3.888887405,4.464,0.0035
13.74865736,79.26960258,2.559999466,3.979,0.0007
4.071235926,50.78128345,2.329999924,2.694,0.0013
4.413312525,69.91071753,4.109996796,4.918,0.0027
8.690028222,35.32455315,1.859999657,0.001,0.0066
11.33333333,76.88888889,2.555555344,1.966,0.0056
4.403409091,64.13352273,3.669998169,5.711,0.0046
2.819738167,90.23162135,1.571428299,1.432,0.0416
3.575503994,93.26740205,3,10.596,0.0103
7.709096029,48.8594762,3.669998169,2.56,0.0037
3.724935297,77.28515105,4.329998016,3.454,0.0092
4.94613338,66.98870328,3.669998169,2.262,0.057
3.455578512,76.60640496,4.109996796,3.368,0.0693
7.282608696,40.27173913,1.859999657,0.139,0.0086
8.18561001,11.17831074,2.428569794,0.122,0.0045
13.15396114,12.485249,4.779998779,0.912,0.0009
6.519677572,20.48364154,1.569999695,0.047,0.0007
8.949527717,68.57170117,3.88999939,3.852,0.0414
4.928701311,78.00746483,2.429998398,7.068,0.0041
7.969585301,13.57094662,3.439998627,0.493,0.0007
15.57187017,34.65996909,3.669998169,1.562,0.0029
5.440539239,82.59508907,2.13999939,1.259,0.0225
8.528514703,8.798987167,3.219999313,0.197,0.0007
11.44839549,28.73662908,3.857141495,1.077,0.013
8.23723229,37.23228995,3,1.018,0.0026
8.827135268,49.12137311,2.333332062,1.58,0.0029
9.783631232,67.08103749,3.669998169,1.531,0.0109
18.21412705,23.58951577,2.555555344,1.014,0.0007
7.68179333,42.1131766,4.42999649,1.246,0.0007
21.09911678,59.8626104,1.859999657,0.971,0.0177
4.041331803,44.31687715,3.444442749,2.037,0.0086
4.432234432,91.86813187,2.13999939,2.247,0.0039
9.189497717,50.65639269,2.777776718,1.591,0.0007
7.729897823,75.47756553,1.569999695,5.318,0.0498
10.13097072,64.45300462,4.329998016,2.459,0.0016
4.699017199,43.58108108,3,0.733,0.0076
13.09175921,21.42996298,4.779998779,0.805,0
21.53361345,59.76890756,2.429998398,0.944,0.0093
9.026830377,8.714188267,3.669998169,0.181,0.0007
13.56356356,8.948948949,3.444442749,0.368,0.0033
5.905121973,69.810514,3.439998627,2.782,0.0031
7.734100352,90.54010866,2.559999466,6.293,0.0122
6.463878327,27.37642586,3,2.09,0.0101
8.330275229,58.12844037,3.289999008,1.6,0.0016
9.822202949,75.67215958,2.779998779,4.558,0.076
11.22428991,84.79921645,2.329999924,4.716,0.0372
10.31632491,68.18470831,3.88999939,3.435,0.0407
15.78208368,47.85172704,3.285713196,2.266,0.0027
7.961586121,51.02230483,2.559999466,2.059,0.0058
9.957020057,62.24928367,3.669998169,2.695,0.0069
9.053497942,71.2962963,2.709999084,0.49,0.0007
7.979704797,11.94649446,3.289999008,0.16,0.0044
10.47463175,56.15384615,2.555555344,1.548,0.0007
8.839127873,64.78379213,3.669998169,2.117,0.0202
14.44280542,6.16870055,2.779998779,0.606,0.0028
9.163745618,3.822400267,3,0.309,0.0009
9.499358151,62.90115533,2.555555344,2.436,0.0085
9.443178118,62.68316509,1.888888359,2.476,0.0087
5.081577158,25.76478586,3.88999939,0.409,0.0011
6.099989893,66.0986819,3.569999695,2.723,0.0007
9.785262631,8.961998372,2.109998703,0.843,0.0007
8.288486628,73.32844097,1.888888359,3.142,0.0056
5.565217391,93.2173913,2.329999924,4.895,0.021
15.86402266,82.1529745,1.569999695,2.453,0.0296
4.307692308,85.84615385,2.111110687,1.049,0.0007
9.463167659,66.59709876,3.219999313,1.92,0.0007
7.542310522,47.42457689,1.444443703,0.655,0.0096
4.158544509,80.75048733,3.88999939,4.857,0.0111
5.115089514,27.47533796,3.285713196,0.753,0.0044
6.987028302,82.19339623,3.669998169,6.455,0.003
5.758513932,42.2755418,4.111110687,0.707,0.0039
6.29765522,66.22771312,3,2.706,0
11.53858521,17.36897106,3.219999313,0.657,0.008
11.33255178,66.35404455,3.219999313,2.838,0.0039
8.908819133,59.40209268,2.329999924,2.465,0.0056
7.87037037,85.78042328,2.559999466,2.089,0.0253
12.76301807,73.82571732,3.88999939,2.466,0.0057
8.13197026,48.00185874,3.669998169,1.876,0.007
10.46709853,12.92192295,3,0.671,0.0007
13.47269791,33.98963639,3.666666031,0.883,0.0066
16.05415861,47.06640877,3.222221375,1.257,0.0034
13.19031436,55.11894647,4.329998016,2.766,0.0007
8.891358711,76.41011392,1.88999939,4.129,0.0253
28.82129278,17.41444867,3,2.309,0.0007
6.460540882,75.45468923,2.709999084,6.945,0.003
10.67887109,57.85659802,2.559999466,2.364,0.0098
10.03680161,32.38541318,3.289999008,0.326,0.005
6.198158187,35.72594866,3.569999695,0.705,0.0042
6.556988057,74.38108044,3,4.418,0.0069
7.170099161,61.5942029,2.109998703,1.062,0.0023
11.67105841,58.34431269,1.88999939,5.507,0.0007
6.563509607,35.28311512,2.429998398,1.145,0.005
10.88615023,54.87089202,2.329999924,2.332,0.0007
12.14069592,62.00832073,4.109996796,4.126,0.0031
8.524958548,64.02718387,3.444442749,2.726,0.01
8.549931601,39.87688098,2.779998779,1.821,0.0044
8.53204988,63.99365566,3.444442749,2.742,0.0099
8.53204988,63.99365566,3.444442749,2.742,0.0099
17.77539342,3.397711016,2.779998779,0.196,0.0008
10.892134,40.03681433,2.714284897,0.546,0.0071
9.74522293,21.33757962,2.428569794,0.418,0.0051
9.531914894,12.07092199,2.714284897,0.166,0.0118
6.874603845,66.49984154,4.109996796,3.356,0.0266
8.628816699,64.16822865,3.439998627,1.824,0.0049
10.85757509,46.37397964,3.669998169,4.571,0.0067
8.530559168,67.64629389,3.88999939,4.454,0.0026
7.739130435,6.673913043,4.329998016,0.396,0.0013
17.33696674,40.69723736,2.714284897,0.602,0.0059
9.74025974,11.62205142,2.142856598,0.073,0.0007
14.82949087,8.261287224,2.109998703,0.674,0.0007
9.788867562,64.20345489,3,0.77,0.0054
10.96221441,70.07908612,2.777776718,3.582,0.0211
14.78250031,7.914745108,2.779998779,0.6,0.0007
15.37175004,9.571233085,2.777776718,1.276,0.0007
16.17250674,21.8328841,1.859999657,0.815,0.0007
9.669211196,79.38931298,3.219999313,1.592,0.0035
11.08424023,69.08504635,2.777776718,3.61,0.0203
13.06030008,49.83485892,3.219999313,3.181,0.003
4.634581105,55.16934046,1.289999962,0.001,0.0113
11.08629442,69.13705584,2.109998703,4.379,0.0226
4.832474227,25.32216495,4.109996796,1.049,0.0046
12.92134831,52.80898876,1,0,0.0007
20.12779553,68.69009585,2.429998398,1.929,0.0007
11.38126179,65.4370153,3.439998627,2.154,0.0026
7.720144753,59.41440947,2.109998703,3.447,0.0001
12.96628637,23.26624792,3.669998169,1.593,0.0102
10.40285569,71.39214686,3.219999313,2.92,0.0161
13.78947368,56.10526316,4.109996796,1.705,0.0007
9.632571996,24.18073486,3,1.622,0.0045
14.63032581,49.46741855,2.559999466,2.719,0.0013
10.12658228,28.10126582,3.569999695,0.251,0.0062
8.853575482,91.14642452,3.439998627,3.895,0.0198
8.273534774,70.55583569,2.779998779,4.954,0.0202
14.37213183,51.80433876,4.559997559,3.207,0.0027
8.101265823,91.89873418,2.329999924,2.015,0.0272
5.464071856,25.89820359,2.779998779,1.051,0.0046
11.5621602,66.8901776,3.289999008,2.628,0.017
13.93114492,56.79210035,4.109996796,2.312,0.0615
10.48181238,28.1110402,4.13999939,0.376,0.0007
4.033832141,73.45478204,3.219999313,1.601,0.0346
7.628494139,40.50495942,2.333332062,1.485,0.0035
8.700361011,89.16967509,1.289999962,0.001,0.0041
17.41911211,8.126410835,2.709999084,0.406,0.004
17.33605878,56.7040495,3.669998169,1.291,0.0024
8.494823467,75.40483143,2.779998779,6.394,0.0058
12.08506224,44.76141079,3,1.864,0.0052
18.42696629,41.34831461,3.289999008,1.044,0.0025
8.914728682,10.07751938,3,0.025,0.0007
12.30769231,37.69230769,2.13999939,0.494,0.0023
16.78607984,40.53224156,2.714284897,1.847,0.0139
11.76470588,50.92097445,2.559999466,1.724,0.0035
14.52623336,25.60689115,2.429998398,0.022,0.0046
11.76470588,80.7486631,3.669998169,6.462,0.0029
10.58610315,82.73317382,2.329999924,6.894,0.0007
9.395546129,67.10498409,4.329998016,1.903,0.0047
9.663879768,47.68980808,3.569999695,0.548,0.0129
13.32725378,37.97550808,3.669998169,2.045,0.0193
14.5345416,7.073084618,1.569999695,0.173,0.0042
11.82152791,26.63425743,3.569999695,0.246,0.0146
10.63524001,54.8146019,2.429998398,0.345,0.0044
20.51282051,76.28205128,1.859999657,0.867,0.0007
13.31089351,26.74418605,2.142856598,0.41,0.0049
15.51511413,63.91116595,3.669998169,4.921,0.0007
25.19480519,62.5974026,1,0.979,0.0147
12.04099832,28.17449119,3.569999695,0.32,0.0082
14.49530638,6.759641088,4.109996796,0.455,0.0082
21.63568773,62.08178439,3.219999313,2.209,0.0007
11.08678997,45.97789209,3.219999313,1.87,0.0033
11.88405797,78.55072464,1.43999958,0.147,0.0007
17.78855118,57.47715831,4.109996796,4.03,0.0288
13.59223301,83.49514563,2.329999924,0.177,0.0076
10.1010101,5.555555556,2.329999924,2.266,0.0007
23.56495468,51.96374622,3.669998169,0.838,0.0135
16,77.53846154,1.88999939,3.101,0.0194
16.35416667,44.93055556,2.428569794,0.86,0.0043
27.73506801,24.89651094,2.329999924,1.039,0.0019
20.21428571,13.07142857,3.88999939,1.429,0.0035
13.62528437,7.409814755,4.13999939,0.33,0.0007
13.94176226,69.27181814,2.555555344,4.402,0.0309
15.88581634,7.151826325,4.329998016,0.462,0.0007
28.43373494,21.56626506,1.857142448,0.379,0.0035
25.62915553,51.30802212,4.329998016,2.394,0.0036
19.16188191,8.155511755,2.111110687,0.798,0.0007
14.71049629,73.80205362,3.439998627,4.238,0.0043
15.11546536,65.31373921,3.444442749,3.449,0.0007
13.39352897,58.16403311,4.329998016,2.606,0.0012
14.94547787,31.09364978,2.429998398,0.127,0.0007
11.0432422,31.25848361,3,0.884,0.0007
20.33224478,60.556581,2.779998779,2.069,0.0036
13.24275659,7.857259781,4.329998016,0.163,0.0005
22.79411765,6.862745098,1.569999695,0.179,0.0007
20.48822058,8.310196003,2.109998703,0.715,0.0069
15.10804856,56.39619369,2.333332062,2.121,0.0353
18.47066667,33.72266667,3.439998627,1.672,0.0007
15.74246371,19.35243766,1.88999939,1.189,0.0003
15.32066508,2.96912114,3.569999695,0.112,0.0007
20.89187699,8.046852431,2.329999924,0.496,0.0007
27.680798,16.83291771,1.285714149,0.014,0.0085
21.19487909,24.7955192,4.42999649,0.904,0.0018
18.21631879,13.82036686,2.777776718,1.175,0.0062
13.77405024,25.41612601,4.709999084,0.356,0.0007
20.30757098,28.70662461,3.222221375,1.892,0.0089
24.6418792,44.50881441,2.333332062,1.727,0.0032
18.6746988,14.22356091,2.777776718,1.177,0.0055
18.15455187,32.39825923,2.109998703,1.803,0.0151
12.15043394,73.7704918,3,4.931,0.0007
39.95098039,26.59313725,4.559997559,2.848,0.0092
17.6489533,45.82286634,4.109996796,2.694,0.0123
16.59727086,47.7670117,2.777776718,2.498,0.0007
16.42023346,28.17120623,3.219999313,2.431,0.0007
16.62758438,68.45729573,2.329999924,3.735,0.0015
16.62482244,68.46321562,2.329999924,4.048,0.0007
31.92686357,27.77777778,1.859999657,1.002,0.0007
19.33959168,21.43044706,2.429998398,0.523,0.0053
16.91642334,18.81549226,3.289999008,0.115,0.0007
17.10920622,69.73830929,2.329999924,2.972,0.0007
17.26856963,38.10650265,2.111110687,0.029,0.0007
19.09732017,70.10813352,1.222221375,4.239,0.0081
28.17310485,17.71710717,4.13999939,0.885,0.013
17.41240187,18.26417572,3.859998703,0.137,0
21.84880788,6.8776955,4.111110687,1.208,0.0007
18.64599092,60.28744327,3.439998627,0.333,0.0007
21.97874295,32.16113371,2.429998398,0.871,0.0073
22.0685112,32.12121212,2.709999084,0.879,0.0057
30.54592721,43.05134315,3,1.753,0.0023
30.34115139,43.10589908,2.109998703,0.533,0.0088
18.96974652,5.478331971,2.13999939,0.277,0.0007
21.19453423,17.65354099,2.429998398,0.217,0.0052
26.08494617,24.1231257,4.13999939,0.926,0.0026
19.80726209,67.86267424,2.109998703,4.048,0.0008
30.80763777,38.73343974,2.559999466,0.497,0.0007
18.45640343,46.21417649,2.109998703,0.829,0.0007
30.75027382,41.91538883,2.109998703,0.587,0.0066
33.77389662,38.20706475,2.329999924,1.659,0.003
22.84880327,76.21716287,1.669999123,5.737,0.0086
43.130227,30.34647551,3.666666031,2.629,0.006
33.89321424,38.30375845,2.559999466,1.636,0.0007
23.056685,75.98660608,1.669999123,5.712,0.0101
17.32728414,18.866587,3.569999695,0.082,0
31.07876712,13.18493151,1.859999657,0.335,0.0007
21.37816521,14.32129514,3,0.518,0
23.54124748,28.16901408,1.859999657,0.883,0.0013
17.33615222,37.92811839,3.444442749,0.053,0.0038
24.42333786,8.350807944,2.559999466,2.876,0.0447
22.85352238,72.38261584,1.669999123,7.948,0.004
23.38452968,18.59382461,3.859998703,0.306,0.0046
20.26979678,41.43307638,3.88999939,2.296,0.0231
19.67670011,55.18394649,4.329998016,3.096,0.0041
19.90794016,36.01841197,2.709999084,0.449,0.0211
37.40518962,7.385229541,2.13999939,1.372,0.0007
44.68503937,5.905511811,1.88999939,1.552,0.0007
37.76351971,32.9055912,1.88999939,0.412,0.0007
22.80762107,40.97683915,1.669999123,1.144,0.0032
24.69346049,44.70367847,2.109998703,0.969,0.0035
39.33823529,51.10294118,2.779998779,2.181,0.0047
20.375,71.5,1.669999123,0.237,0.009
19.46202532,23.53639241,1,0.004,0.0007
36.74033998,34.63004519,2.777776718,1.508,0.003
37.5925645,32.67509687,2.333332062,1.525,0.0035
26.63503897,15.45238902,3.219999313,0.702,0.0007
30.58631922,5.993485342,2.429998398,0.268,0.0007
30.06644518,52.65780731,3,3.379,0.0193
28.77673979,41.58554008,1.569999695,1.659,0.0136
28.55493355,44.58282568,1.859999657,1.742,0.0967
25.32366649,10.69394096,1.857142448,0.093,0.0007
38.36639255,39.18647208,2.779998779,1.352,0
31.27648703,21.05136605,1.289999962,0.022,0.0025
36.93181818,19.31818182,3,0.878,0.0011
26.398483,9.928213463,2.429998398,0.009,0.0025
44.58926948,9.154289179,2.555555344,1.42,0.0007
41.52281134,47.5647349,3.439998627,3.483,0.0054
